,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice
134,85,75.0,11380,NAmes,6,1966,2008,HdBoard,HdBoard,216.0,944.0,0.0,136.0,1080.0,1128,0,0,1128,5,1966.0,315.0,238,0,0,0,0,0,1500,1,WD ,178000
135,90,80.0,11600,NAmes,5,1960,1960,MetalSd,MetalSd,361.0,443.0,0.0,662.0,1105.0,1105,1169,0,2274,12,1960.0,480.0,0,0,0,0,0,0,0,1,WD ,154300
136,20,,19900,NAmes,7,1970,1989,Plywood,Plywood,287.0,912.0,0.0,1035.0,1947.0,2207,0,0,2207,7,1970.0,576.0,301,0,0,0,0,0,0,7,WD ,180000
137,20,137.0,16492,NAmes,6,1966,2002,BrkFace,Plywood,0.0,247.0,713.0,557.0,1517.0,1888,0,0,1888,6,1966.0,578.0,0,0,0,0,0,0,0,6,WD ,190000
138,90,70.0,8267,NAmes,5,1958,1958,HdBoard,HdBoard,0.0,0.0,0.0,1604.0,1604.0,1604,0,0,1604,8,1958.0,576.0,42,0,0,0,0,0,0,3,WD ,135000
139,20,70.0,8197,NAmes,7,2003,2009,VinylSd,VinylSd,506.0,1188.0,0.0,292.0,1480.0,1480,0,0,1480,7,2003.0,620.0,252,73,0,0,0,0,300,2,WD ,214000
140,20,,8050,NAmes,5,1959,1959,MetalSd,MetalSd,150.0,856.0,162.0,125.0,1143.0,1143,0,0,1143,6,1959.0,308.0,0,0,0,0,0,0,0,5,WD ,136000
141,20,70.0,10552,NAmes,5,1959,1959,BrkFace,BrkFace,0.0,1018.0,0.0,380.0,1398.0,1700,0,0,1700,6,1959.0,447.0,0,38,0,0,0,0,0,4,WD ,165500
142,20,70.0,8400,NAmes,5,1957,1957,MetalSd,MetalSd,0.0,922.0,0.0,392.0,1314.0,1314,0,0,1314,5,1957.0,294.0,250,0,0,0,0,0,0,6,WD ,145000
143,20,73.0,8760,NAmes,6,1959,1959,MetalSd,MetalSd,220.0,0.0,0.0,1194.0,1194.0,1194,0,0,1194,6,1959.0,312.0,0,0,120,0,0,0,0,4,WD ,148000
144,20,,12160,NAmes,5,1959,1959,Plywood,Plywood,180.0,1000.0,0.0,188.0,1188.0,1188,0,0,1188,6,1959.0,531.0,0,0,0,0,0,0,0,5,COD,142000
145,20,73.0,9300,NAmes,5,1960,1960,MetalSd,HdBoard,324.0,697.0,0.0,571.0,1268.0,1264,0,0,1264,6,1960.0,461.0,0,0,0,0,143,0,0,4,WD ,167500
146,20,87.0,10725,NAmes,5,1959,1959,MetalSd,MetalSd,91.0,936.0,0.0,270.0,1206.0,1206,0,0,1206,6,1959.0,312.0,0,21,0,0,0,0,0,5,WD ,108538
147,20,80.0,10032,NAmes,6,1959,1959,Wd Sdng,Wd Sdng,432.0,734.0,0.0,510.0,1244.0,1580,0,0,1580,6,1956.0,440.0,0,28,0,0,160,0,0,6,WD ,159500
148,50,60.0,8382,NAmes,4,1956,1956,MetalSd,MetalSd,0.0,0.0,0.0,832.0,832.0,832,505,0,1337,5,1956.0,263.0,0,0,0,0,0,0,0,2,WD ,108000
149,20,60.0,10950,NAmes,5,1952,1952,WdShing,Wd Shng,0.0,339.0,0.0,525.0,864.0,1064,0,0,1064,4,1952.0,318.0,0,0,0,0,0,0,0,5,WD ,135000
150,20,119.0,10895,NAmes,5,1955,1955,MetalSd,MetalSd,0.0,648.0,0.0,324.0,972.0,972,0,0,972,5,1955.0,305.0,0,0,205,0,0,0,0,6,WD ,122500
151,190,70.0,13587,NAmes,5,1958,1958,MetalSd,MetalSd,0.0,532.0,0.0,456.0,988.0,988,0,0,988,5,1958.0,264.0,0,0,0,0,0,0,0,4,WD ,119000
152,20,68.0,7922,NAmes,5,1953,2007,VinylSd,VinylSd,0.0,731.0,0.0,326.0,1057.0,1057,0,0,1057,5,1953.0,246.0,0,52,0,0,0,0,0,1,WD ,109000
153,30,65.0,7898,NAmes,4,1920,1994,MetalSd,MetalSd,0.0,0.0,0.0,576.0,576.0,985,0,0,985,4,1989.0,676.0,0,0,0,0,0,0,0,4,WD ,105000
154,20,60.0,7200,NAmes,5,1955,2007,VinylSd,VinylSd,0.0,0.0,0.0,0.0,0.0,827,0,0,827,5,1967.0,392.0,0,0,0,0,0,0,0,4,WD ,107500
155,20,85.0,10200,NAmes,5,1954,2003,Wd Sdng,Wd Sdng,104.0,320.0,362.0,404.0,1086.0,1086,0,0,1086,6,1989.0,490.0,0,0,0,0,0,0,0,5,WD ,144900
156,20,74.0,5868,NAmes,5,1956,2000,MetalSd,MetalSd,0.0,248.0,240.0,448.0,936.0,936,0,0,936,4,1956.0,308.0,0,0,80,0,160,0,0,5,WD ,129000
157,50,78.0,17503,NAmes,6,1948,1950,VinylSd,VinylSd,0.0,0.0,0.0,912.0,912.0,912,546,0,1458,6,1948.0,330.0,192,0,0,0,0,0,0,1,WD ,97500
158,90,64.0,6979,OldTown,6,1980,1980,Plywood,Plywood,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,4,1980.0,576.0,264,56,0,0,0,0,600,6,WD ,144000
159,20,,9830,NAmes,5,1959,2006,Wd Sdng,Wd Sdng,0.0,72.0,258.0,733.0,1063.0,1287,0,0,1287,7,1997.0,576.0,364,17,0,0,182,0,0,3,WD ,162000
160,80,96.0,11275,NAmes,7,1967,2007,Wd Sdng,Wd Sdng,300.0,0.0,0.0,710.0,710.0,1898,1080,0,2978,11,1961.0,564.0,240,0,0,0,0,0,0,6,WD ,242000
161,50,60.0,8064,NAmes,6,1948,2004,WdShing,Wd Shng,0.0,481.0,174.0,161.0,816.0,816,408,0,1224,5,1950.0,280.0,414,0,0,0,0,0,0,5,WD ,132000
162,20,75.0,7500,NAmes,5,1959,1994,BrkFace,BrkFace,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1246,6,1959.0,305.0,218,0,0,0,0,0,0,5,WD ,154000
163,50,71.0,8520,NAmes,5,1952,1952,BrkFace,Wd Sdng,0.0,507.0,0.0,403.0,910.0,910,475,0,1385,6,2000.0,720.0,0,0,0,0,0,0,0,6,WD ,166000
164,20,60.0,7200,NAmes,5,1951,2000,Wd Sdng,Wd Sdng,0.0,234.0,486.0,180.0,900.0,900,0,0,900,5,2005.0,576.0,222,32,0,0,0,0,0,5,WD ,134800
165,20,87.0,10000,NAmes,6,1962,1962,Wd Sdng,Wd Sdng,261.0,0.0,0.0,1116.0,1116.0,1116,0,0,1116,5,1962.0,440.0,0,0,0,0,385,0,0,2,WD ,160000
166,20,81.0,7635,NAmes,5,1960,1960,BrkFace,Wd Sdng,0.0,588.0,350.0,237.0,1175.0,1175,0,0,1175,6,1960.0,484.0,0,0,0,0,0,0,0,6,WD ,148000
167,20,80.0,9760,NAmes,6,1963,1984,Wd Sdng,Wd Sdng,218.0,717.0,263.0,415.0,1395.0,1395,0,0,1395,7,1963.0,440.0,657,0,113,0,240,0,0,5,WD ,192000
168,60,70.0,7700,NAmes,6,1966,1966,MetalSd,MetalSd,351.0,0.0,0.0,756.0,756.0,1051,788,0,1839,7,1966.0,442.0,0,124,216,0,0,0,0,6,WD ,155000
169,50,60.0,4800,OldTown,4,1900,1954,Wd Sdng,Wd Sdng,771.0,48.0,0.0,661.0,709.0,1157,687,0,1844,9,1900.0,240.0,84,0,0,0,0,0,0,1,COD,80400
170,50,55.0,8800,OldTown,4,1910,2004,Wd Sdng,Wd Sdng,0.0,0.0,0.0,576.0,576.0,792,348,0,1140,7,,0.0,0,160,0,0,0,0,0,6,WD ,96500
171,30,56.0,4485,OldTown,5,1920,1950,Wd Sdng,Wd Sdng,0.0,579.0,0.0,357.0,936.0,936,0,0,936,5,,0.0,51,0,135,0,0,0,0,5,WD ,109500
172,30,56.0,8960,OldTown,5,1927,1950,WdShing,Wd Shng,0.0,0.0,0.0,1008.0,1008.0,1028,0,0,1028,5,1927.0,360.0,0,0,130,0,0,0,0,3,WD ,115000
173,20,69.0,5805,OldTown,5,1957,1957,MetalSd,MetalSd,0.0,274.0,1073.0,0.0,1347.0,1347,0,0,1347,6,1957.0,551.0,0,0,0,0,0,0,0,6,WD ,143000
174,50,60.0,5790,OldTown,3,1915,1950,VinylSd,VinylSd,0.0,0.0,0.0,840.0,840.0,840,765,0,1605,8,1915.0,379.0,0,0,202,0,0,0,0,5,WD ,107400
175,30,47.0,4608,OldTown,4,1945,1950,MetalSd,MetalSd,0.0,0.0,0.0,747.0,747.0,747,0,0,747,4,1945.0,220.0,0,0,0,0,0,0,0,6,WD ,80000
176,30,60.0,7200,OldTown,5,1940,1992,MetalSd,MetalSd,294.0,510.0,0.0,278.0,788.0,804,0,0,804,4,1940.0,240.0,0,0,154,0,0,0,0,2,WD ,119000
177,50,50.0,5500,OldTown,5,1929,2001,Wd Sdng,Wd Sdng,0.0,234.0,692.0,0.0,926.0,926,0,390,1316,6,1974.0,484.0,0,0,0,0,0,0,0,4,WD ,130000
178,45,50.0,6900,OldTown,6,1938,2000,MetalSd,MetalSd,0.0,0.0,0.0,827.0,827.0,827,424,0,1251,6,1938.0,240.0,0,0,0,0,0,0,0,1,WD ,119000
179,50,69.0,11851,OldTown,5,1948,2009,VinylSd,VinylSd,0.0,780.0,0.0,247.0,1027.0,1027,606,0,1633,7,1948.0,240.0,0,100,126,0,0,0,0,6,WD ,129000
180,50,,8239,OldTown,5,1920,1962,MetalSd,MetalSd,0.0,176.0,0.0,832.0,1008.0,1060,185,0,1245,6,1962.0,315.0,0,0,334,0,0,0,0,3,WD ,100000
181,30,68.0,9656,OldTown,2,1923,1970,AsbShng,AsbShng,0.0,0.0,0.0,678.0,678.0,832,0,0,832,5,1928.0,780.0,0,0,0,0,0,0,0,6,WD ,12789
182,30,60.0,8520,OldTown,6,1928,2003,VinylSd,VinylSd,0.0,0.0,0.0,624.0,624.0,720,0,0,720,5,2005.0,484.0,106,0,0,0,0,0,0,5,WD ,105900
183,70,60.0,9600,OldTown,8,1900,2003,Wd Sdng,Wd Sdng,0.0,0.0,0.0,930.0,930.0,930,636,0,1566,7,1930.0,288.0,54,228,246,0,0,0,0,4,WD ,150000
184,50,60.0,10800,OldTown,5,1915,1950,MetalSd,MetalSd,0.0,686.0,0.0,0.0,686.0,966,686,0,1652,7,1961.0,416.0,0,0,196,0,0,0,1200,6,WD ,139000
185,70,50.0,9000,OldTown,8,1890,2002,Wd Sdng,Wd Sdng,0.0,0.0,0.0,346.0,346.0,1157,1111,0,2268,7,2003.0,624.0,0,108,0,0,0,0,0,4,WD ,240000
186,190,100.0,9045,OldTown,5,1910,1950,MetalSd,MetalSd,0.0,0.0,0.0,840.0,840.0,1128,1128,0,2256,12,,0.0,0,18,18,0,0,0,0,6,WD ,76500
187,20,90.0,7407,OldTown,6,1957,1996,MetalSd,MetalSd,0.0,600.0,0.0,312.0,912.0,1236,0,0,1236,6,1957.0,923.0,0,158,158,0,0,0,0,4,WD ,149700
188,70,60.0,7740,OldTown,4,1910,1950,VinylSd,VinylSd,0.0,0.0,0.0,622.0,622.0,741,622,0,1363,6,1966.0,528.0,0,0,0,0,168,0,0,6,WD ,125500
189,190,60.0,11340,OldTown,4,1885,1950,VinylSd,AsbShng,0.0,0.0,0.0,777.0,777.0,1246,1044,0,2290,11,1971.0,560.0,0,0,114,0,0,0,0,4,WD ,122500
190,70,60.0,10560,OldTown,6,1922,1994,Wd Sdng,Wd Sdng,0.0,283.0,0.0,455.0,738.0,868,602,0,1470,6,1970.0,624.0,0,0,0,0,0,0,0,6,WD ,140750
191,50,53.0,5830,BrkSide,5,1950,1997,MetalSd,MetalSd,0.0,788.0,0.0,200.0,988.0,1030,582,0,1612,7,1950.0,363.0,0,0,0,0,0,0,0,3,WD ,128500
192,75,,7793,BrkSide,7,1922,2005,Wd Sdng,Wd Sdng,0.0,474.0,0.0,634.0,1108.0,1160,908,0,2068,8,1928.0,315.0,0,0,60,0,0,0,0,5,WD ,209500
193,30,50.0,5000,BrkSide,4,1925,1950,MetalSd,MetalSd,0.0,188.0,0.0,577.0,765.0,765,0,0,765,4,1926.0,200.0,135,0,41,0,0,0,0,4,WD ,87000
194,50,50.0,6000,BrkSide,6,1939,1950,MetalSd,MetalSd,0.0,452.0,12.0,144.0,608.0,608,524,0,1132,5,1939.0,240.0,0,0,128,0,0,0,0,4,WD ,134000
195,50,50.0,6000,BrkSide,6,1940,1950,MetalSd,MetalSd,0.0,264.0,0.0,308.0,572.0,848,348,0,1196,6,1973.0,576.0,0,0,0,0,0,0,0,3,WD ,128000
196,50,53.0,6360,BrkSide,5,1942,1950,MetalSd,MetalSd,300.0,360.0,159.0,316.0,835.0,955,498,0,1453,7,1942.0,240.0,0,0,35,0,148,0,0,3,WD ,132000
197,50,50.0,6000,BrkSide,6,1948,1950,Wd Sdng,Wd Sdng,0.0,300.0,0.0,480.0,780.0,780,636,0,1416,6,1948.0,312.0,221,0,48,0,0,0,0,3,WD ,139900
198,50,52.0,6240,BrkSide,5,1936,1980,VinylSd,VinylSd,0.0,276.0,0.0,252.0,528.0,548,492,0,1040,5,1979.0,624.0,306,0,32,0,0,0,0,5,WD ,123900
199,50,52.0,6240,BrkSide,5,1930,1950,MetalSd,MetalSd,0.0,448.0,0.0,480.0,928.0,928,608,0,1536,7,1930.0,480.0,0,10,0,0,0,0,0,3,WD ,138400
200,30,51.0,6120,OldTown,6,1923,1950,Wd Sdng,Wd Sdng,0.0,960.0,0.0,164.0,1124.0,1068,0,0,1068,5,1923.0,288.0,0,0,128,0,0,0,0,3,WD ,109500
201,70,50.0,10300,OldTown,7,1921,1950,Stucco,Stucco,0.0,0.0,0.0,576.0,576.0,902,808,0,1710,9,1990.0,480.0,12,11,64,0,0,0,0,4,WD ,140000
202,50,57.0,8094,OldTown,4,1915,1950,MetalSd,MetalSd,0.0,0.0,0.0,888.0,888.0,888,1074,0,1962,9,1915.0,572.0,160,0,364,0,0,0,0,6,WD ,149500
203,70,60.0,12900,OldTown,6,1912,2009,Wd Sdng,Wd Sdng,0.0,0.0,0.0,780.0,780.0,780,780,0,1560,7,,0.0,344,0,0,0,168,0,0,5,WD ,159900
204,70,52.0,3068,OldTown,6,1920,1993,VinylSd,VinylSd,0.0,0.0,0.0,662.0,662.0,662,662,0,1324,6,1920.0,180.0,0,0,112,0,0,0,0,2,WD ,122000
205,90,110.0,8472,IDOTRR,5,1963,1963,Wd Sdng,Wd Sdng,0.0,104.0,712.0,0.0,816.0,816,0,0,816,5,1963.0,516.0,106,0,0,0,0,0,0,5,WD ,110000
206,190,70.0,5600,IDOTRR,4,1930,1950,VinylSd,Wd Shng,0.0,0.0,0.0,0.0,0.0,372,720,0,1092,7,,0.0,0,0,0,0,0,0,3500,7,WD ,55000
207,190,76.0,7630,OldTown,5,1900,1996,Wd Sdng,Wd Sdng,0.0,0.0,0.0,360.0,360.0,1032,780,0,1812,8,1999.0,672.0,344,0,40,0,0,0,0,5,WD ,140000
208,70,,24090,ClearCr,7,1940,1950,MetalSd,MetalSd,0.0,0.0,0.0,1032.0,1032.0,1207,1196,0,2403,10,1940.0,349.0,56,0,318,0,0,0,0,6,COD,244400
209,20,100.0,15263,ClearCr,5,1959,1959,HdBoard,HdBoard,90.0,766.0,0.0,656.0,1422.0,1675,0,0,1675,8,1959.0,365.0,0,132,0,0,0,0,0,5,WD ,173000
210,50,72.0,10632,ClearCr,5,1917,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,689.0,689.0,725,499,0,1224,6,1917.0,180.0,0,0,248,0,0,0,0,1,COD,107500
211,190,60.0,9900,SWISU,5,1915,1950,Wd Sdng,Wd Shng,0.0,1026.0,0.0,186.0,1212.0,1212,180,0,1392,6,,0.0,0,0,168,0,0,0,0,2,ConLD,100000
212,50,65.0,6001,SWISU,6,1940,1950,VinylSd,VinylSd,0.0,368.0,0.0,232.0,600.0,600,319,0,919,5,1940.0,231.0,0,0,45,0,0,0,0,3,WD ,95000
213,70,,6449,SWISU,4,1907,1950,Wd Sdng,Stucco,0.0,73.0,0.0,634.0,707.0,942,942,0,1884,7,,0.0,0,0,239,0,0,0,0,3,WD ,93369
214,190,60.0,6048,SWISU,5,1910,1950,Wd Sdng,Wd Sdng,0.0,736.0,0.0,120.0,856.0,936,744,0,1680,7,1910.0,450.0,56,144,0,0,0,0,0,6,COD,114900
215,50,54.0,6342,Sawyer,5,1875,1996,VinylSd,VinylSd,0.0,0.0,0.0,780.0,780.0,780,240,0,1020,6,,0.0,0,0,176,0,0,0,0,5,WD ,94000
216,90,72.0,10773,Sawyer,4,1967,1967,Plywood,Plywood,72.0,704.0,0.0,1128.0,1832.0,1832,0,0,1832,8,,0.0,0,58,0,0,0,0,0,5,WD ,136000
217,90,72.0,10778,Sawyer,4,1968,1968,HdBoard,HdBoard,0.0,0.0,0.0,1768.0,1768.0,1768,0,0,1768,8,,0.0,0,0,0,0,0,0,0,4,WD ,136500
218,190,75.0,11625,Sawyer,5,1965,1965,Plywood,HdBoard,0.0,841.0,0.0,198.0,1039.0,1039,0,0,1039,6,1965.0,504.0,0,0,0,0,0,0,0,4,WD ,131500
219,20,,11341,Sawyer,5,1957,1996,Wd Sdng,Wd Sdng,180.0,1302.0,0.0,90.0,1392.0,1392,0,0,1392,5,1957.0,528.0,0,0,0,0,95,0,0,5,WD ,121500
220,20,70.0,8521,Sawyer,5,1967,1967,HdBoard,HdBoard,0.0,842.0,0.0,70.0,912.0,912,0,0,912,5,1974.0,336.0,0,0,0,0,0,0,0,5,WD ,125000
221,20,,8246,Sawyer,5,1968,2001,Plywood,Plywood,0.0,188.0,668.0,204.0,1060.0,1060,0,0,1060,6,1968.0,270.0,406,90,0,0,0,0,0,5,WD ,154000
222,20,65.0,7800,Sawyer,5,1966,2008,HdBoard,HdBoard,47.0,240.0,474.0,150.0,864.0,892,0,0,892,5,1966.0,416.0,0,0,0,0,0,0,0,6,WD ,137900
223,60,80.0,9364,Sawyer,6,1969,1969,HdBoard,HdBoard,143.0,371.0,0.0,292.0,663.0,663,689,0,1352,7,1969.0,299.0,379,36,0,0,0,0,0,3,WD ,158000
224,20,65.0,7832,Sawyer,5,1968,1968,HdBoard,HdBoard,0.0,775.0,0.0,89.0,864.0,864,0,0,864,4,1969.0,280.0,226,0,0,0,0,0,0,5,WD ,137250
225,90,,7424,Sawyer,5,1978,1978,Plywood,Plywood,0.0,1319.0,0.0,0.0,1319.0,1373,0,0,1373,5,1978.0,591.0,0,0,0,0,0,0,0,5,WD ,160250
226,60,86.0,11227,Sawyer,5,1968,1968,HdBoard,HdBoard,0.0,267.0,453.0,0.0,720.0,720,720,0,1440,7,1968.0,480.0,192,38,0,0,0,0,0,3,WD ,163000
227,60,,11616,Sawyer,6,1978,1978,HdBoard,HdBoard,328.0,438.0,0.0,234.0,672.0,672,714,0,1386,6,1978.0,440.0,335,0,0,0,0,0,0,4,WD ,158900
228,60,80.0,14000,ClearCr,7,1996,1997,Wd Sdng,Wd Sdng,0.0,1201.0,0.0,105.0,1306.0,1306,954,0,2260,7,1996.0,533.0,296,44,0,0,0,0,0,4,WD ,328000
229,20,,20062,ClearCr,7,1977,2001,Wd Sdng,Wd Sdng,0.0,1092.0,0.0,328.0,1420.0,1483,0,0,1483,4,1977.0,690.0,496,0,0,0,0,0,0,4,WD ,270000
230,30,94.0,9259,Sawyer,4,1927,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,660.0,660.0,756,0,0,756,4,1945.0,440.0,80,0,0,0,0,0,0,6,WD ,85000
231,20,60.0,9600,Sawyer,4,1950,1995,VinylSd,HdBoard,0.0,442.0,0.0,625.0,1067.0,1067,0,0,1067,4,1996.0,436.0,290,0,0,0,0,0,0,2,WD ,128000
232,40,,23595,ClearCr,7,1979,1979,Plywood,Plywood,0.0,1258.0,0.0,74.0,1332.0,1332,192,0,1524,4,1979.0,586.0,268,0,0,0,0,0,0,4,WD ,260000
233,60,,17082,ClearCr,6,1978,1992,VinylSd,VinylSd,288.0,964.0,0.0,153.0,1117.0,1117,864,0,1981,8,1978.0,522.0,336,104,0,0,0,0,0,5,WD ,230000
234,50,124.0,18600,Edwards,3,1938,1990,Wd Sdng,Wd Sdng,0.0,288.0,684.0,0.0,972.0,1052,558,0,1610,8,1938.0,480.0,0,0,60,0,0,0,450,6,WD ,124000
235,30,85.0,10625,Edwards,5,1920,1950,Wd Sdng,Wd Sdng,0.0,108.0,0.0,350.0,458.0,835,0,0,835,5,1920.0,366.0,0,0,77,0,0,0,400,5,COD,83000
236,20,65.0,11479,Edwards,6,1950,1987,Wd Sdng,Plywood,0.0,104.0,387.0,172.0,663.0,1074,0,0,1074,6,1987.0,467.0,0,52,52,0,0,0,0,6,WD ,144500
237,20,68.0,9571,Edwards,5,1956,1956,Wd Sdng,Wd Sdng,0.0,739.0,0.0,405.0,1144.0,1144,0,0,1144,6,1956.0,596.0,44,0,0,0,0,0,0,6,WD ,129000
238,50,50.0,9350,Edwards,4,1947,1979,WdShing,Wd Shng,0.0,192.0,0.0,564.0,756.0,1169,0,362,1531,8,1947.0,209.0,0,0,0,0,0,0,0,6,WD ,127000
239,20,75.0,9525,Edwards,5,1954,1998,WdShing,Wd Shng,0.0,954.0,0.0,218.0,1172.0,1172,0,0,1172,5,1954.0,366.0,240,0,0,0,0,0,0,6,WD ,128000
240,20,83.0,10420,Edwards,6,2009,2009,VinylSd,VinylSd,0.0,36.0,0.0,1176.0,1212.0,1212,0,0,1212,6,2009.0,460.0,100,22,0,0,0,0,0,3,WD ,186000
241,20,44.0,17485,Edwards,7,2009,2010,VinylSd,VinylSd,96.0,1346.0,0.0,162.0,1508.0,1508,0,0,1508,5,2009.0,572.0,0,0,0,0,0,0,0,1,Con,308030
242,20,,11200,Edwards,5,1964,1964,Wd Sdng,Wd Sdng,0.0,0.0,0.0,1250.0,1250.0,1298,0,0,1298,5,1964.0,504.0,0,144,0,0,0,0,0,6,COD,114000
243,20,60.0,11100,Edwards,4,1946,2006,MetalSd,MetalSd,0.0,0.0,0.0,0.0,0.0,930,0,0,930,6,1946.0,308.0,0,0,0,0,0,0,0,4,WD ,84900
244,60,77.0,9206,SawyerW,6,1985,1985,HdBoard,HdBoard,336.0,0.0,0.0,741.0,741.0,977,755,0,1732,7,1985.0,476.0,192,46,0,0,0,0,0,6,WD ,178000
245,20,83.0,11980,SawyerW,7,1987,1987,Plywood,Plywood,177.0,1433.0,0.0,0.0,1433.0,1433,0,0,1433,4,1987.0,528.0,0,278,0,0,266,0,0,6,WD ,270000
246,60,87.0,12361,SawyerW,6,1993,1993,VinylSd,VinylSd,85.0,860.0,0.0,86.0,946.0,964,838,0,1802,8,2000.0,1017.0,450,92,0,0,0,0,0,5,WD ,218000
247,60,80.0,9938,SawyerW,7,1993,1994,MetalSd,MetalSd,246.0,750.0,0.0,300.0,1050.0,1062,887,0,1949,8,1993.0,574.0,156,90,0,0,0,0,0,6,WD ,236000
248,85,73.0,9069,SawyerW,6,1992,1992,HdBoard,HdBoard,0.0,747.0,0.0,189.0,936.0,996,0,0,996,5,1992.0,564.0,120,0,0,0,0,0,0,4,WD ,147000
249,20,64.0,10475,CollgCr,8,2008,2008,VinylSd,VinylSd,72.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,7,2008.0,776.0,160,33,0,0,0,0,0,2,WD ,245350
250,20,64.0,6762,CollgCr,7,2006,2006,VinylSd,VinylSd,24.0,686.0,0.0,501.0,1187.0,1208,0,0,1208,6,2006.0,632.0,105,61,0,0,0,0,0,2,WD ,206000
251,20,94.0,10402,CollgCr,7,2009,2009,VinylSd,VinylSd,0.0,0.0,0.0,1226.0,1226.0,1226,0,0,1226,6,2009.0,740.0,0,36,0,0,0,0,0,5,WD ,198900
252,20,64.0,7360,CollgCr,7,2010,2010,VinylSd,VinylSd,80.0,24.0,0.0,1198.0,1222.0,1222,0,0,1222,6,2009.0,615.0,0,54,0,0,0,0,0,3,WD ,187000
253,60,90.0,12376,SawyerW,7,1990,1990,Plywood,Plywood,0.0,1470.0,0.0,203.0,1673.0,1699,1523,0,3222,11,1990.0,594.0,367,0,0,0,0,0,0,5,WD ,320000
254,50,82.0,14235,SawyerW,6,1900,1993,Wd Sdng,Plywood,0.0,0.0,0.0,676.0,676.0,831,614,0,1445,6,1957.0,484.0,0,59,0,0,0,0,0,3,WD ,138500
255,80,80.0,8816,ClearCr,6,1971,1971,HdBoard,HdBoard,80.0,504.0,0.0,506.0,1010.0,1052,0,0,1052,6,1971.0,440.0,0,0,0,0,0,0,0,6,WD ,155000
256,85,82.0,11105,CollgCr,5,1996,1996,VinylSd,VinylSd,0.0,870.0,0.0,0.0,870.0,965,0,0,965,4,1998.0,580.0,71,0,0,0,0,0,0,7,WD ,159000
257,60,,9337,CollgCr,7,1997,1998,VinylSd,VinylSd,0.0,353.0,0.0,525.0,878.0,892,800,0,1692,8,1997.0,513.0,0,39,0,0,0,0,0,4,WD ,191000
258,60,70.0,8750,CollgCr,6,1998,1998,VinylSd,VinylSd,116.0,505.0,0.0,299.0,804.0,804,878,0,1682,7,1998.0,523.0,0,77,0,0,0,0,0,6,WD ,200500
259,20,38.0,15240,CollgCr,5,1977,2004,CemntBd,CmentBd,0.0,198.0,688.0,140.0,1026.0,1026,0,0,1026,5,1977.0,308.0,316,85,0,0,0,0,0,6,WD ,150000
260,60,,10900,CollgCr,6,1977,1977,HdBoard,HdBoard,153.0,378.0,0.0,311.0,689.0,689,703,0,1392,6,1977.0,299.0,0,36,0,0,0,0,450,3,WD ,161750
261,20,75.0,10650,CollgCr,5,1976,1976,HdBoard,HdBoard,0.0,182.0,712.0,0.0,894.0,894,0,0,894,5,1976.0,308.0,365,0,0,0,0,0,0,2,WD ,128200
262,20,68.0,7480,CollgCr,5,1972,1972,Wd Sdng,Wd Sdng,0.0,480.0,0.0,396.0,876.0,876,0,0,876,5,1977.0,484.0,0,0,0,0,0,0,0,6,WD ,127000
263,20,80.0,10389,CollgCr,8,2003,2003,CemntBd,CmentBd,320.0,1682.0,0.0,296.0,1978.0,1978,0,0,1978,8,2003.0,850.0,188,25,0,0,0,0,0,5,WD ,318000
264,20,,11423,CollgCr,8,2001,2002,VinylSd,VinylSd,479.0,1358.0,0.0,223.0,1581.0,1601,0,0,1601,6,2001.0,670.0,180,0,0,0,0,0,2000,5,WD ,272000
265,60,44.0,9548,CollgCr,7,2003,2003,VinylSd,VinylSd,223.0,483.0,0.0,458.0,941.0,941,888,0,1829,7,2003.0,613.0,192,39,0,0,0,0,0,1,WD ,237000
266,60,75.0,9375,CollgCr,7,1997,1997,VinylSd,VinylSd,0.0,0.0,0.0,1040.0,1040.0,1044,1054,0,2098,9,1997.0,621.0,331,38,0,0,0,0,0,4,WD ,240000
267,20,48.0,12137,CollgCr,7,1998,1998,VinylSd,VinylSd,442.0,0.0,0.0,1649.0,1649.0,1661,0,0,1661,6,1998.0,598.0,0,34,0,0,0,0,0,5,WD ,224900
268,120,,4435,CollgCr,6,2003,2003,VinylSd,VinylSd,170.0,672.0,0.0,176.0,848.0,848,0,0,848,4,2003.0,420.0,140,0,0,0,0,0,0,4,WD ,143750
269,120,,4426,CollgCr,6,2004,2004,VinylSd,VinylSd,169.0,662.0,0.0,186.0,848.0,848,0,0,848,3,2004.0,420.0,160,0,0,0,0,0,0,5,WD ,143000
